image_path,relative_path,dataset,location,top_category,confidence,is_empty,fish,coral,marine_animal,vegetation,sand_seafloor,rocks,shipwreck_debris,man_made_structure,diver,open_water,murky_turbid,dark_overexposed,blurry_corrupt
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00075.png,2023-09-03-07-58-37/camera/00075.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.3730,False,0.0003,0.0001,0.0003,0.0005,0.0018,0.0037,0.3730,0.1984,0.0007,0.0204,0.3604,0.0079,0.0324
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00076.png,2023-09-03-07-58-37/camera/00076.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4117,False,0.0001,0.0001,0.0002,0.0007,0.0031,0.0028,0.4117,0.1958,0.0004,0.0150,0.3312,0.0081,0.0309
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00077.png,2023-09-03-07-58-37/camera/00077.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5275,False,0.0001,0.0001,0.0001,0.0005,0.0028,0.0028,0.5275,0.1522,0.0003,0.0136,0.2724,0.0056,0.0221
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00078.png,2023-09-03-07-58-37/camera/00078.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5433,False,0.0001,0.0003,0.0003,0.0009,0.0057,0.0055,0.5433,0.1476,0.0003,0.0145,0.2427,0.0067,0.0323
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00079.png,2023-09-03-07-58-37/camera/00079.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6003,False,0.0001,0.0001,0.0002,0.0005,0.0024,0.0022,0.6003,0.1503,0.0005,0.0153,0.1974,0.0051,0.0257
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00080.png,2023-09-03-07-58-37/camera/00080.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4701,False,0.0002,0.0002,0.0005,0.0008,0.0039,0.0048,0.4701,0.1972,0.0005,0.0132,0.2691,0.0059,0.0336
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00081.png,2023-09-03-07-58-37/camera/00081.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5904,False,0.0001,0.0001,0.0002,0.0009,0.0027,0.0043,0.5904,0.1623,0.0003,0.0080,0.2029,0.0034,0.0246
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00082.png,2023-09-03-07-58-37/camera/00082.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6627,False,0.0001,0.0001,0.0002,0.0009,0.0029,0.0047,0.6627,0.1570,0.0003,0.0065,0.1310,0.0035,0.0300
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00083.png,2023-09-03-07-58-37/camera/00083.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6253,False,0.0001,0.0001,0.0005,0.0016,0.0079,0.0024,0.6253,0.1599,0.0003,0.0111,0.1559,0.0050,0.0299
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00084.png,2023-09-03-07-58-37/camera/00084.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5276,False,0.0002,0.0003,0.0004,0.0012,0.0090,0.0031,0.5276,0.1561,0.0003,0.0154,0.2407,0.0076,0.0382
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00085.png,2023-09-03-07-58-37/camera/00085.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6747,False,0.0002,0.0001,0.0003,0.0005,0.0062,0.0022,0.6747,0.1378,0.0004,0.0095,0.1346,0.0044,0.0291
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00086.png,2023-09-03-07-58-37/camera/00086.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4674,False,0.0002,0.0001,0.0002,0.0004,0.0041,0.0020,0.4674,0.2608,0.0007,0.0144,0.2156,0.0059,0.0283
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00087.png,2023-09-03-07-58-37/camera/00087.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6562,False,0.0001,0.0000,0.0002,0.0005,0.0033,0.0017,0.6562,0.1326,0.0005,0.0066,0.1612,0.0037,0.0333
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00088.png,2023-09-03-07-58-37/camera/00088.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6394,False,0.0001,0.0001,0.0001,0.0005,0.0025,0.0014,0.6394,0.1690,0.0006,0.0096,0.1463,0.0038,0.0267
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00089.png,2023-09-03-07-58-37/camera/00089.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6555,False,0.0000,0.0000,0.0001,0.0003,0.0021,0.0014,0.6555,0.1983,0.0004,0.0090,0.1146,0.0026,0.0156
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00090.png,2023-09-03-07-58-37/camera/00090.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6290,False,0.0000,0.0001,0.0001,0.0003,0.0038,0.0013,0.6290,0.2169,0.0003,0.0093,0.1122,0.0040,0.0228
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00091.png,2023-09-03-07-58-37/camera/00091.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5620,False,0.0001,0.0000,0.0001,0.0002,0.0012,0.0009,0.5620,0.3364,0.0009,0.0081,0.0713,0.0037,0.0150
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00092.png,2023-09-03-07-58-37/camera/00092.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6146,False,0.0001,0.0000,0.0001,0.0003,0.0017,0.0007,0.6146,0.2278,0.0004,0.0107,0.1147,0.0046,0.0243
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00093.png,2023-09-03-07-58-37/camera/00093.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5150,False,0.0000,0.0000,0.0001,0.0004,0.0020,0.0009,0.5150,0.2297,0.0005,0.0155,0.2076,0.0040,0.0242
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00094.png,2023-09-03-07-58-37/camera/00094.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6158,False,0.0002,0.0002,0.0000,0.0005,0.0010,0.0023,0.6158,0.2149,0.0004,0.0076,0.1416,0.0028,0.0127
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00095.png,2023-09-03-07-58-37/camera/00095.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5386,False,0.0003,0.0004,0.0000,0.0006,0.0009,0.0036,0.5386,0.1971,0.0004,0.0096,0.2275,0.0039,0.0171
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00096.png,2023-09-03-07-58-37/camera/00096.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5712,False,0.0004,0.0002,0.0001,0.0006,0.0013,0.0039,0.5712,0.2331,0.0003,0.0054,0.1701,0.0026,0.0109
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00097.png,2023-09-03-07-58-37/camera/00097.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5924,False,0.0006,0.0004,0.0002,0.0015,0.0026,0.0064,0.5924,0.2527,0.0005,0.0042,0.1233,0.0025,0.0129
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00098.png,2023-09-03-07-58-37/camera/00098.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4825,False,0.0019,0.0023,0.0004,0.0025,0.0145,0.0416,0.4825,0.1506,0.0005,0.0135,0.2560,0.0076,0.0262
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00099.png,2023-09-03-07-58-37/camera/00099.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6672,True,0.0045,0.0081,0.0055,0.0023,0.0110,0.0630,0.1275,0.0630,0.0006,0.0078,0.6672,0.0078,0.0317
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00100.png,2023-09-03-07-58-37/camera/00100.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4983,True,0.0010,0.0046,0.0086,0.0014,0.0090,0.0498,0.1642,0.2276,0.0012,0.0046,0.4983,0.0050,0.0248
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00101.png,2023-09-03-07-58-37/camera/00101.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4001,True,0.0004,0.0006,0.0195,0.0010,0.0075,0.0114,0.2435,0.2722,0.0015,0.0056,0.4001,0.0072,0.0296
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00102.png,2023-09-03-07-58-37/camera/00102.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.3429,False,0.0001,0.0002,0.0026,0.0003,0.0074,0.0054,0.3115,0.3429,0.0007,0.0140,0.2820,0.0077,0.0253
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00103.png,2023-09-03-07-58-37/camera/00103.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3706,True,0.0001,0.0002,0.0068,0.0006,0.0097,0.0068,0.2983,0.2489,0.0008,0.0109,0.3706,0.0091,0.0371
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00104.png,2023-09-03-07-58-37/camera/00104.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3896,True,0.0001,0.0003,0.0037,0.0006,0.0070,0.0092,0.2513,0.2985,0.0006,0.0082,0.3896,0.0065,0.0245
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00105.png,2023-09-03-07-58-37/camera/00105.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.3225,False,0.0001,0.0003,0.0063,0.0007,0.0092,0.0153,0.2917,0.3225,0.0009,0.0084,0.3113,0.0073,0.0261
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00106.png,2023-09-03-07-58-37/camera/00106.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3377,True,0.0001,0.0005,0.0106,0.0007,0.0073,0.0212,0.3101,0.2568,0.0012,0.0055,0.3377,0.0089,0.0394
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00107.png,2023-09-03-07-58-37/camera/00107.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4838,True,0.0002,0.0007,0.0351,0.0013,0.0091,0.0235,0.1524,0.2126,0.0017,0.0062,0.4838,0.0141,0.0594
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00108.png,2023-09-03-07-58-37/camera/00108.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4616,True,0.0001,0.0007,0.0142,0.0007,0.0067,0.0198,0.2224,0.2216,0.0010,0.0070,0.4616,0.0116,0.0327
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00109.png,2023-09-03-07-58-37/camera/00109.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4795,True,0.0003,0.0013,0.0466,0.0015,0.0083,0.0260,0.1482,0.2041,0.0013,0.0074,0.4795,0.0185,0.0572
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00110.png,2023-09-03-07-58-37/camera/00110.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3910,True,0.0004,0.0030,0.0503,0.0020,0.0122,0.0264,0.2189,0.2289,0.0024,0.0063,0.3910,0.0144,0.0438
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00111.png,2023-09-03-07-58-37/camera/00111.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5491,False,0.0001,0.0001,0.0026,0.0005,0.0045,0.0054,0.5491,0.2649,0.0007,0.0050,0.1384,0.0044,0.0244
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00112.png,2023-09-03-07-58-37/camera/00112.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4769,False,0.0001,0.0010,0.0182,0.0014,0.0075,0.0328,0.4769,0.2375,0.0006,0.0043,0.1855,0.0056,0.0286
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00113.png,2023-09-03-07-58-37/camera/00113.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4678,True,0.0001,0.0008,0.1790,0.0025,0.0121,0.0199,0.0533,0.1704,0.0022,0.0039,0.4678,0.0191,0.0690
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00114.png,2023-09-03-07-58-37/camera/00114.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5029,True,0.0001,0.0005,0.0430,0.0012,0.0096,0.0193,0.1171,0.2354,0.0014,0.0043,0.5029,0.0170,0.0482
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00115.png,2023-09-03-07-58-37/camera/00115.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3316,True,0.0001,0.0006,0.0265,0.0008,0.0073,0.0249,0.2729,0.2694,0.0013,0.0065,0.3316,0.0141,0.0441
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00116.png,2023-09-03-07-58-37/camera/00116.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3435,True,0.0001,0.0005,0.0389,0.0011,0.0115,0.0178,0.2720,0.2513,0.0019,0.0039,0.3435,0.0130,0.0444
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00117.png,2023-09-03-07-58-37/camera/00117.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.3255,False,0.0001,0.0004,0.0373,0.0012,0.0091,0.0173,0.2916,0.3255,0.0015,0.0035,0.2726,0.0079,0.0319
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00118.png,2023-09-03-07-58-37/camera/00118.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.3151,False,0.0001,0.0004,0.0221,0.0010,0.0084,0.0184,0.3151,0.3048,0.0010,0.0042,0.2911,0.0077,0.0258
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00119.png,2023-09-03-07-58-37/camera/00119.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.4083,False,0.0000,0.0003,0.0266,0.0008,0.0064,0.0092,0.2072,0.4083,0.0014,0.0037,0.2985,0.0087,0.0287
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00120.png,2023-09-03-07-58-37/camera/00120.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5777,True,0.0001,0.0011,0.0980,0.0010,0.0075,0.0241,0.0794,0.1079,0.0009,0.0070,0.5777,0.0218,0.0734
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00121.png,2023-09-03-07-58-37/camera/00121.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4818,True,0.0001,0.0015,0.0152,0.0007,0.0068,0.0272,0.2571,0.1495,0.0004,0.0076,0.4818,0.0144,0.0379
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00122.png,2023-09-03-07-58-37/camera/00122.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.3850,False,0.0001,0.0008,0.0878,0.0012,0.0064,0.0184,0.1670,0.3850,0.0019,0.0064,0.2753,0.0129,0.0370
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00123.png,2023-09-03-07-58-37/camera/00123.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.3787,False,0.0000,0.0005,0.0291,0.0010,0.0051,0.0093,0.2049,0.3787,0.0011,0.0048,0.3261,0.0115,0.0278
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00124.png,2023-09-03-07-58-37/camera/00124.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4122,True,0.0001,0.0006,0.1088,0.0019,0.0114,0.0112,0.0961,0.2857,0.0019,0.0048,0.4122,0.0190,0.0463
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00125.png,2023-09-03-07-58-37/camera/00125.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5055,True,0.0001,0.0008,0.1094,0.0023,0.0098,0.0158,0.0762,0.2107,0.0013,0.0038,0.5055,0.0145,0.0499
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00126.png,2023-09-03-07-58-37/camera/00126.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4190,True,0.0001,0.0006,0.1003,0.0016,0.0096,0.0166,0.1703,0.2167,0.0015,0.0037,0.4190,0.0130,0.0471
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00127.png,2023-09-03-07-58-37/camera/00127.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3361,True,0.0001,0.0004,0.3228,0.0022,0.0146,0.0066,0.0411,0.1760,0.0021,0.0052,0.3361,0.0211,0.0716
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00128.png,2023-09-03-07-58-37/camera/00128.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3486,True,0.0001,0.0008,0.3291,0.0027,0.0135,0.0071,0.0385,0.1248,0.0027,0.0070,0.3486,0.0375,0.0875
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00129.png,2023-09-03-07-58-37/camera/00129.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3575,True,0.0001,0.0004,0.2553,0.0014,0.0091,0.0070,0.0703,0.2222,0.0025,0.0069,0.3575,0.0186,0.0488
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00130.png,2023-09-03-07-58-37/camera/00130.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4751,True,0.0000,0.0008,0.0620,0.0022,0.0082,0.0133,0.1503,0.2486,0.0008,0.0037,0.4751,0.0091,0.0258
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00131.png,2023-09-03-07-58-37/camera/00131.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5628,True,0.0000,0.0008,0.0739,0.0033,0.0110,0.0145,0.1150,0.1798,0.0006,0.0032,0.5628,0.0084,0.0269
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00132.png,2023-09-03-07-58-37/camera/00132.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5003,True,0.0000,0.0008,0.0896,0.0017,0.0054,0.0176,0.0928,0.2338,0.0012,0.0033,0.5003,0.0101,0.0433
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00133.png,2023-09-03-07-58-37/camera/00133.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4683,True,0.0000,0.0006,0.0604,0.0016,0.0037,0.0165,0.1561,0.2538,0.0011,0.0022,0.4683,0.0062,0.0294
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00134.png,2023-09-03-07-58-37/camera/00134.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.3723,False,0.0000,0.0011,0.0247,0.0015,0.0024,0.0160,0.2858,0.3723,0.0009,0.0018,0.2720,0.0032,0.0182
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00135.png,2023-09-03-07-58-37/camera/00135.png,sunboat,2023-09-03-07-58-37,man_made_structure,0.3925,False,0.0000,0.0007,0.0305,0.0047,0.0049,0.0071,0.1839,0.3925,0.0005,0.0017,0.3552,0.0042,0.0140
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00136.png,2023-09-03-07-58-37/camera/00136.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4138,True,0.0000,0.0011,0.0207,0.0057,0.0060,0.0135,0.1910,0.3320,0.0008,0.0014,0.4138,0.0027,0.0113
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00137.png,2023-09-03-07-58-37/camera/00137.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4803,True,0.0000,0.0008,0.0061,0.0031,0.0048,0.0097,0.2311,0.2475,0.0008,0.0020,0.4803,0.0035,0.0105
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00138.png,2023-09-03-07-58-37/camera/00138.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6156,True,0.0000,0.0010,0.0078,0.0053,0.0083,0.0057,0.1649,0.1651,0.0004,0.0032,0.6156,0.0062,0.0166
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00139.png,2023-09-03-07-58-37/camera/00139.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4809,True,0.0000,0.0010,0.0041,0.0078,0.0057,0.0076,0.2122,0.2666,0.0003,0.0016,0.4809,0.0027,0.0095
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00140.png,2023-09-03-07-58-37/camera/00140.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4349,True,0.0000,0.0008,0.0148,0.0095,0.0065,0.0093,0.2642,0.2361,0.0006,0.0022,0.4349,0.0047,0.0165
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00141.png,2023-09-03-07-58-37/camera/00141.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6211,True,0.0000,0.0006,0.0041,0.0033,0.0068,0.0112,0.1662,0.1648,0.0006,0.0021,0.6211,0.0051,0.0140
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00142.png,2023-09-03-07-58-37/camera/00142.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5105,True,0.0000,0.0009,0.0034,0.0020,0.0083,0.0162,0.2257,0.2004,0.0006,0.0032,0.5105,0.0057,0.0231
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00143.png,2023-09-03-07-58-37/camera/00143.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6614,True,0.0001,0.0012,0.0023,0.0025,0.0078,0.0142,0.1311,0.1329,0.0004,0.0042,0.6614,0.0071,0.0349
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00144.png,2023-09-03-07-58-37/camera/00144.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6234,True,0.0000,0.0010,0.0015,0.0017,0.0053,0.0151,0.1550,0.1729,0.0004,0.0036,0.6234,0.0040,0.0161
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00145.png,2023-09-03-07-58-37/camera/00145.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6799,True,0.0000,0.0009,0.0027,0.0015,0.0047,0.0305,0.1350,0.1174,0.0006,0.0022,0.6799,0.0039,0.0208
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00146.png,2023-09-03-07-58-37/camera/00146.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4489,True,0.0001,0.0041,0.0009,0.0024,0.0071,0.0703,0.2569,0.1797,0.0002,0.0053,0.4489,0.0048,0.0194
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00147.png,2023-09-03-07-58-37/camera/00147.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7248,True,0.0000,0.0017,0.0011,0.0011,0.0040,0.0630,0.0801,0.0944,0.0002,0.0040,0.7248,0.0055,0.0201
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00148.png,2023-09-03-07-58-37/camera/00148.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7076,True,0.0000,0.0025,0.0023,0.0017,0.0054,0.0728,0.0805,0.1000,0.0003,0.0031,0.7076,0.0048,0.0190
